05:05:27 [ServerInfo] CashShop loaded successfully
05:05:27 [ServerInfo] ChaosMix loaded successfully
05:05:27 [ServerInfo] Character loaded successfully
05:05:27 [ServerInfo] Custom loaded successfully
05:05:27 [ServerInfo] Command loaded successfully
05:06:15 [ServerInfo] CashShop loaded successfully
05:06:15 [ServerInfo] ChaosMix loaded successfully
05:06:15 [ServerInfo] Character loaded successfully
05:06:15 [ServerInfo] Custom loaded successfully
05:06:15 [ServerInfo] Command loaded successfully
05:08:23 [ServerInfo] CashShop loaded successfully
05:08:23 [ServerInfo] ChaosMix loaded successfully
05:08:23 [ServerInfo] Character loaded successfully
05:08:23 [ServerInfo] Custom loaded successfully
05:08:23 [ServerInfo] Command loaded successfully
11:02:35 [ServerInfo] CashShop loaded successfully
11:02:35 [ServerInfo] ChaosMix loaded successfully
11:02:35 [ServerInfo] Character loaded successfully
11:02:35 [ServerInfo] Custom loaded successfully
11:02:35 [ServerInfo] Command loaded successfully
11:05:39 [ServerInfo] CashShop loaded successfully
11:05:39 [ServerInfo] ChaosMix loaded successfully
11:05:39 [ServerInfo] Character loaded successfully
11:05:39 [ServerInfo] Custom loaded successfully
11:05:39 [ServerInfo] Command loaded successfully
11:05:39 [ServerInfo] Common loaded successfully
11:05:39 [ServerInfo] Event loaded successfully
11:05:39 [ServerInfo] EventItemBag loaded successfully
11:05:39 [ServerInfo] Hack loaded successfully
11:05:39 [ServerInfo] Item loaded successfully
11:05:40 [ServerInfo] Monster loaded successfully
11:05:40 [ServerInfo] Move loaded successfully
11:05:40 [ServerInfo] Quest loaded successfully
11:05:40 [ServerInfo] Shop loaded successfully
11:05:40 [ServerInfo] Skill loaded successfully
11:05:40 [ServerInfo] Util loaded successfully
11:05:40 [ReadBotInfo] BotSystem loaded successfully
11:05:40 [MonsterSetBase] Incorrect Monster Position: (Monster: 8, Map: 1, X: 52, Y: 122)
11:05:40 [MonsterSetBase] Incorrect Monster Position: (Monster: 51, Map: 7, X: 253, Y: 52)
11:05:40 [MonsterSetBase] Incorrect Monster Position: (Monster: 51, Map: 7, X: 6, Y: 50)
11:05:40 [MonsterSetBase] Incorrect Monster Position: (Monster: 2, Map: 82, X: 203~218, Y: 88~101)
11:05:40 [MonsterSetBase] Incorrect Monster Position: (Monster: 2, Map: 82, X: 203~218, Y: 88~101)
11:05:40 [MonsterSetBase] Incorrect Monster Position: (Monster: 2, Map: 82, X: 203~218, Y: 88~101)
11:05:40 [MonsterSetBase] Incorrect Monster Position: (Monster: 2, Map: 82, X: 203~218, Y: 88~101)
11:05:40 [MonsterSetBase] Incorrect Monster Position: (Monster: 2, Map: 82, X: 203~218, Y: 88~101)
11:05:40 [MonsterSetBase] Incorrect Monster Position: (Monster: 2, Map: 82, X: 203~218, Y: 88~101)
11:05:40 [MonsterSetBase] Incorrect Monster Position: (Monster: 2, Map: 82, X: 203~218, Y: 88~101)
11:05:40 [MonsterSetBase] Incorrect Monster Position: (Monster: 2, Map: 82, X: 203~218, Y: 88~101)
11:05:40 [MonsterSetBase] Incorrect Monster Position: (Monster: 2, Map: 82, X: 203~218, Y: 88~101)
11:05:40 [MonsterSetBase] Incorrect Monster Position: (Monster: 2, Map: 82, X: 203~218, Y: 88~101)
11:05:40 [MonsterSetBase] Incorrect Monster Position: (Monster: 2, Map: 82, X: 203~218, Y: 88~101)
11:05:40 [MonsterSetBase] Incorrect Monster Position: (Monster: 2, Map: 82, X: 203~218, Y: 88~101)
11:05:40 [MonsterSetBase] Incorrect Monster Position: (Monster: 2, Map: 82, X: 203~218, Y: 88~101)
11:05:40 [MonsterSetBase] Incorrect Monster Position: (Monster: 2, Map: 82, X: 203~218, Y: 88~101)
